date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:43:46	54698/54698	U--MCZ	200	updated ('OK')	application/x-javascript	date:Wed,%2006%20Jun%202018%2013:38:39%20GMT	http://tilda.ws/project635029/tilda-blocks-2.7.js?t=1525267693	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/tilda.ws/project635029/tilda-blocks-2.7cbea.js	(from http://6513.tilda.ws/page2760063.html)
15:43:49	1252/1252	U-----	200	untouched ('')	image/png	etag:%22d3397d5850778d9d486a99e8b439e5cc%22	https://static.tildacdn.com/tild3063-6339-4366-b330-353961356337/lokk.png	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/static.tildacdn.com/tild3063-6339-4366-b330-353961356337/lokk.png	(from http://6513.tilda.ws/page2760063.html)
15:45:13	106845/106845	U-----	200	untouched ('')	image/jpeg	etag:%22d124bdcc0ccec7e7e5ce1be48d814671%22	https://static.tildacdn.com/tild6132-3062-4433-a535-323361323162/header_home1.jpg	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/static.tildacdn.com/tild6132-3062-4433-a535-323361323162/header_home1.jpg	(from http://6513.tilda.ws/)
15:45:16	168548/168548	U--MCZ	200	updated ('OK')	text/css	date:Wed,%2006%20Jun%202018%2013:38:39%20GMT	http://tilda.ws/project635029/tilda-blocks-2.12.css?t=1525166381	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/tilda.ws/project635029/tilda-blocks-2.12ec28.css	(from http://6513.tilda.ws/)
15:45:17	8218/8218	U-----	200	untouched ('OK')	text/css	etag:W/%2259566c5c-201a%22	http://static.tildacdn.com/css/tilda-slds-1.4.min.css	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/static.tildacdn.com/css/tilda-slds-1.4.min.css	(from http://6513.tilda.ws/)
15:45:18	3491/3491	U-----	200	untouched ('OK')	text/css	etag:W/%2259b13088-da3%22	http://static.tildacdn.com/css/tilda-zoom-2.0.min.css	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/static.tildacdn.com/css/tilda-zoom-2.0.min.css	(from http://6513.tilda.ws/)
15:45:20	54698/54698	U--MCZ	200	updated ('OK')	application/x-javascript	date:Wed,%2006%20Jun%202018%2013:38:39%20GMT	http://tilda.ws/project635029/tilda-blocks-2.7.js?t=1525166381	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/tilda.ws/project635029/tilda-blocks-2.7ec28.js	(from http://6513.tilda.ws/)
15:45:24	48584/48584	U--MCZ	200	updated ('OK')	application/javascript	etag:W/%225b165ebd-bdc8%22	http://static.tildacdn.com/js/tilda-forms-1.0.min.js	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/static.tildacdn.com/js/tilda-forms-1.0.min.js	(from http://6513.tilda.ws/)
15:45:24	9888/9888	U-----	200	untouched ('')	application/javascript	etag:W/%225aba2446-26a0%22	http://static.tildacdn.com/js/tilda-slds-1.4.min.js	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/static.tildacdn.com/js/tilda-slds-1.4.min.js	(from http://6513.tilda.ws/)
15:45:25	20765/20765	U-----	200	untouched ('')	application/javascript	etag:W/%225810dabc-511d%22	http://static.tildacdn.com/js/hammer.min.js	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/static.tildacdn.com/js/hammer.min.js	(from http://6513.tilda.ws/)
15:45:25	5284/5284	U-----	200	untouched ('')	application/javascript	etag:W/%2259b13088-14a4%22	http://static.tildacdn.com/js/tilda-zoom-2.0.min.js	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/static.tildacdn.com/js/tilda-zoom-2.0.min.js	(from http://6513.tilda.ws/)
15:45:25	27748/27748	U-----	200	untouched ('')	application/javascript	etag:W/%2254569808-6c64%22	http://static.tildacdn.com/js/bootstrap.min.js	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/static.tildacdn.com/js/bootstrap.min.js	(from http://6513.tilda.ws/)
15:45:26	5652/5652	U-----	200	untouched ('')	application/javascript	etag:W/%225a71bc68-1614%22	http://static.tildacdn.com/js/tilda-map-1.0.min.js	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/static.tildacdn.com/js/tilda-map-1.0.min.js	(from http://6513.tilda.ws/)
15:45:26	14255/14255	U-----	200	untouched ('OK')	text/html	etag:W/%2237af-56b21786c0b41%22	http://6513.tilda.ws/page2664877.html	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/6513.tilda.ws/page2664877.html	(from http://6513.tilda.ws/)
15:45:28	16807/16807	U--MCZ	200	updated ('OK')	text/html	etag:W/%22b5f425-41a7-56b21788d04f0%22	http://6513.tilda.ws/page2746166.html	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/6513.tilda.ws/page2746166.html	(from http://6513.tilda.ws/)
15:45:29	31629/31629	U--MCZ	200	updated ('OK')	text/html	etag:W/%22b53520-7b8d-56b2178772b4a%22	http://6513.tilda.ws/page2670893.html	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/6513.tilda.ws/page2670893.html	(from http://6513.tilda.ws/)
15:45:30	340/340	---M--	404	error ('Not%20Found')	text/html	etag:%22154-56d5bbe607fc0%22	http://6513.tilda.ws/page2732558.html	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/6513.tilda.ws/page2732558.html	(from http://6513.tilda.ws/)
15:45:36	434/434	U-----	200	untouched ('')	image/jpeg	date:Mon,%2030%20Apr%202018%2012:54:15%20GMT	https://static.tildacdn.com/tild3832-3437-4735-a163-333463313737/-/resize/20x/D329.jpg	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/static.tildacdn.com/tild3832-3437-4735-a163-333463313737/-/resize/20x/D329.jpg	(from http://6513.tilda.ws/)
